TTOO,CREATED_SUNDAY,CREATED_SUNDAY_CANCEL_1_HOUR,CREATED_SUNDAY_CANCEL_24_HOUR,CREATED_MONDAY,CREATED_MONDAY_CANCEL_1_HOUR,CREATED_MONDAY_CANCEL_24_HOUR,CREATED_TUESDAY,CREATED_TUEDAY_CANCEL_1_HOUR,CREATED_TUSDAY_CANCEL_24_HOUR,CREATED_WEDNESDAY,CREATED_WEDNES_CANCEL_1_HOUR,CREATED_WEDNES_CANCEL_24_HOUR,CREATED_THURSDAY,CREATED_THURSDAY_CANCEL_1_HOUR,CREATED_THURS_CANCEL_24_HOUR,CREATED_FRIDAY,CREATED_FRIDAY_CANCEL_1_HOUR,CREATED_FRIDAY_CANCEL_24_HOUR,CREATED_SATURDAY,CREATED_SATURDAY_CANCEL_1_HOUR,CREATED_SATUR_CANCEL_24_HOUR
181208,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,1,0,0,2,0,1
181286,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
181289,0,0,0,16,2,2,13,1,3,23,2,4,25,1,3,10,0,1,9,0,0
181300,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
181314,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181340,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
181344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
181349,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
181460,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
181464,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181484,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
181504,0,0,0,2,1,1,1,0,1,1,0,0,5,2,4,1,0,0,0,0,0
181548,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181553,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
181566,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,8,0,0
182617,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182619,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182634,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182656,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
182662,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
182807,0,0,0,1,0,0,4,0,0,2,0,2,1,0,0,1,0,0,0,0,0
182831,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
182863,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0
182872,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
182938,3,1,1,0,0,0,0,0,0,2,0,0,3,0,0,6,0,0,0,0,0
182951,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182983,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
182999,0,0,0,5,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
183001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183039,0,0,0,13,0,0,14,0,0,4,0,1,20,1,1,9,0,0,0,0,0
183058,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
183147,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183177,2,0,1,2,0,1,4,1,2,1,0,0,0,0,0,3,0,1,0,0,0
183212,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183232,0,0,0,1,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0
183243,0,0,0,1,0,0,3,2,2,2,0,0,2,0,0,2,0,0,0,0,0
183341,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183365,64,15,15,77,17,19,72,16,17,66,16,16,51,16,16,56,13,13,40,6,6
183377,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183382,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183416,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
184102,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
184507,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0
184556,0,0,0,7,0,1,4,1,1,6,0,0,5,0,0,1,0,0,0,0,0
184572,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
184605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
184607,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
184697,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
184740,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
184743,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184764,0,0,0,2,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
184807,1,0,0,3,0,0,0,0,0,1,0,0,5,0,0,4,0,0,4,1,1
184821,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
184829,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
184833,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,4,0,0,1,0,0
184835,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
184871,0,0,0,0,0,0,1,0,0,3,0,0,4,1,1,1,0,0,0,0,0
185055,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185074,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
185122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
185194,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
185208,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
185214,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
185371,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185372,0,0,0,1,0,0,0,0,0,6,1,1,1,0,0,0,0,0,0,0,0
185489,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
185555,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185645,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
185736,0,0,0,3,0,0,1,0,0,4,1,1,0,0,0,1,0,0,0,0,0
185781,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
185829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
185956,0,0,0,0,0,0,7,0,0,10,0,0,4,0,0,7,0,0,12,0,0
185960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
185991,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
186000,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
186005,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
186024,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
186129,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
186164,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
186256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
186284,15,3,3,22,1,3,22,7,7,20,2,3,20,0,0,23,1,2,14,0,0
186288,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
186375,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0
186466,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6,0,0,0,0,0
186503,0,0,0,2,0,0,0,0,0,3,0,0,1,0,0,2,0,0,0,0,0
186509,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
186511,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186519,0,0,0,1,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0
186529,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
186568,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
186592,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
186643,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186650,0,0,0,0,0,0,4,1,1,4,0,0,1,0,0,0,0,0,0,0,0
186668,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
186692,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
186698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
186756,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
186838,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0
186857,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
186875,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
186905,0,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0
186961,2,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
187001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
187026,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
187041,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
187050,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187187,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187266,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
187307,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
187468,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
187481,0,0,0,0,0,0,0,0,0,0,0,0,10,3,5,0,0,0,0,0,0
187496,1,0,1,2,0,2,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1
187509,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
187609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
187610,0,0,0,0,0,0,5,0,3,6,0,2,4,0,3,0,0,0,0,0,0
187612,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
187626,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187688,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0
187705,0,0,0,0,0,0,5,0,0,1,0,1,2,0,0,4,0,1,3,0,0
187796,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,5,1,1,0,0,0
187820,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187834,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,6,0,0,5,0,0
187836,18,2,4,45,0,1,53,3,4,54,1,2,16,1,2,24,1,2,14,0,0
187842,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187866,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187951,0,0,0,2,0,0,1,0,1,0,0,0,3,0,0,1,0,0,0,0,0
188014,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
188016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188018,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188035,0,0,0,1,0,0,4,0,0,2,0,0,1,0,1,0,0,0,0,0,0
188171,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
188172,2,0,0,7,0,0,8,0,0,4,0,0,19,1,6,8,0,0,2,0,0
188175,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
188217,0,0,0,1,0,1,1,0,0,3,0,1,1,0,0,2,0,0,0,0,0
188224,0,0,0,11,0,0,16,1,2,8,0,0,17,0,0,20,2,2,0,0,0
188352,0,0,0,1,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0
188387,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
188424,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188482,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
188532,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
188622,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
188627,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0
188643,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
188734,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
188751,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
189011,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0
189023,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0
189059,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189071,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,1,0,0,0,0,0
189072,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
189150,2,2,2,0,0,0,0,0,0,1,1,1,4,2,2,3,0,1,1,0,1
189175,3,0,0,6,0,0,7,1,2,4,0,0,9,0,3,3,0,0,1,0,0
189193,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189248,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
189261,0,0,0,4,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0
189342,0,0,0,4,0,1,20,0,0,14,0,1,8,0,2,15,5,5,5,0,0
189356,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
189482,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0
189486,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189490,0,0,0,4,0,0,2,0,0,9,2,2,6,0,0,1,0,0,5,0,0
189494,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
189499,0,0,0,0,0,0,11,1,1,0,0,0,1,0,0,6,0,0,0,0,0
189568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
189576,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
189579,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0
189617,0,0,0,4,0,0,0,0,0,1,0,0,4,0,0,4,0,0,0,0,0
189632,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
189653,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
189812,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
189836,4,0,0,0,0,0,0,0,0,5,1,3,9,1,2,0,0,0,5,0,0
189843,2,0,0,1,0,0,2,0,0,0,0,0,1,0,0,8,0,0,0,0,0
189864,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
189903,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0
189908,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,6,0,0,0,0,0
189963,12,1,3,5,1,1,7,3,3,13,0,0,19,0,0,1,0,0,3,0,0
189972,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189988,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
190065,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
190072,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,4,0,0,2,0,0
190098,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
190166,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
190184,0,0,0,3,0,0,3,0,0,2,0,0,2,0,0,5,0,0,0,0,0
190195,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
190196,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0
190232,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
190295,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
190333,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190337,52,0,1,70,0,2,66,0,1,81,0,1,65,0,1,107,0,1,123,2,4
190341,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0
190383,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0
190392,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190410,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
190464,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
190468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
190482,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
190534,6,0,1,42,0,0,54,0,1,22,0,1,46,1,3,33,1,1,8,0,1
190649,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
190658,0,0,0,4,1,1,1,1,1,0,0,0,4,0,0,9,1,1,1,0,0
190715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
190717,0,0,0,2,0,0,5,0,0,4,0,0,3,0,0,7,0,0,5,0,0
190726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
190760,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190762,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
190806,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
190814,1,0,0,4,0,0,7,0,0,3,0,0,3,0,0,2,0,0,5,0,1
190825,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
190842,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
190849,0,0,0,1,0,0,3,0,0,6,1,1,3,0,0,1,0,0,1,0,0
190917,26,2,3,30,2,4,22,1,5,26,2,2,38,0,0,4,0,0,6,0,1
190959,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
191036,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0
191079,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191118,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191132,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,32,0,0,0,0,0
191135,10,0,0,10,0,0,13,1,1,9,1,1,9,0,0,19,1,1,6,0,0
191161,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191249,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191259,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0
191300,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
191302,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,3,0,0
191367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
191446,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
191448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
191450,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191457,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
191469,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
191525,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
191562,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
191564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
191602,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
191650,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
191897,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,5,0,0
191933,0,0,0,8,1,1,1,0,0,9,3,3,1,0,0,0,0,0,0,0,0
191965,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191986,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191987,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192029,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192135,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0
192231,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
192236,8,1,1,12,0,0,15,1,1,24,1,5,15,2,2,9,0,0,1,0,0
192288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
192291,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
192318,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192319,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
192340,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
192407,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
192416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
192420,0,0,0,2,0,1,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0
192579,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192584,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
192638,3,0,0,89,8,17,57,2,4,49,1,3,75,2,7,66,1,1,15,3,3
192964,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
193046,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
193052,0,0,0,8,3,3,11,0,1,4,0,0,6,0,0,9,0,0,6,0,1
193077,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0
193080,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
193107,72,0,0,90,16,17,111,0,1,92,1,2,104,0,1,101,0,1,107,0,0
193122,2,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0
193131,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0
193181,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
193184,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
193205,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
193207,1,0,1,16,6,8,30,10,10,16,0,0,30,3,8,38,11,14,23,11,13
193316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
193409,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
193496,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193524,1,0,0,3,0,0,0,0,0,7,0,0,3,1,1,1,0,0,1,0,0
193548,0,0,0,0,0,0,0,0,0,6,0,2,1,0,0,2,0,0,0,0,0
193564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
193566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
193632,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
193659,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
193664,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
193670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
193679,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
193733,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
193746,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193747,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193749,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193769,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
193845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193849,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,0,0
193915,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
193917,0,0,0,2,0,0,6,0,0,1,0,0,2,0,0,0,0,0,1,0,0
193926,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
193951,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
194008,0,0,0,2,0,1,1,0,0,1,0,0,4,0,0,2,0,0,0,0,0
194016,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
194027,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
194048,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0
194055,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194125,1,0,0,5,0,0,12,1,1,12,9,10,8,1,3,20,0,3,5,1,1
194137,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
194159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
